hey_commuter-Joanna-strong_high_pitch-polly.wav, hey commuter, commuter
Hey_christopher-Russell-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joanna-fast_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Joanna-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-fast_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Amy-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Justin-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Russell-slow_low_pitch-polly.wav, Hey christopher, hi Christopher
Hey_christopher-Matthew-weak_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Amy-weak_high_pitch-polly.wav, Hey christopher, UNK
Hey_christopher-Brian-fast_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Joey-weak_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Matthew-weak_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kimberly-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Nicole-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Nicole-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Russell-strong_low_pitch-polly.wav, Hey christopher, hi Christopher
Hey_christopher-Justin-fast_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Matthew-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Geraint-slow_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Amy-weak_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-strong_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Amy-weak_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joanna-weak_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-weak_high_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Matthew-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Justin-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Kendra-weak_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Brian-slow_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Justin-weak_slow-polly.wav, Hey christopher, princesses
Hey_christopher-Geraint-fast_high_pitch-polly.wav, Hey christopher, Kay Christopher
Hey_christopher-Ivy-fast_high_pitch-polly.wav, Hey christopher, cake recipe
Hey_christopher-Kimberly-weak_slow-polly.wav, Hey christopher, call Christopher
Hey_christopher-Geraint-fast_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-fast_high_pitch-polly.wav, Hey christopher, Ted Christopher
Hey_christopher-Ivy-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Russell-weak_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Salli-slow_high_pitch-polly.wav, Hey christopher, Kay Christopher
Hey_christopher-Joanna-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Matthew-weak_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-strong_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Ivy-weak_slow-polly.wav, Hey christopher, attractive
Hey_christopher-Geraint-weak_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Salli-weak_slow-polly.wav, Hey christopher, call Christopher
Hey_christopher-Brian-fast_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Joey-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Brian-strong_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Kimberly-fast_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Geraint-strong_slow-polly.wav, Hey christopher, Christopher
Hey_christopher-Justin-fast_low_pitch-polly.wav, Hey christopher, J Christopher
Hey_christopher-Justin-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Justin-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Geraint-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-slow_low_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Kimberly-weak_high_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Kimberly-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Matthew-fast_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joanna-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kendra-slow_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Kimberly-strong_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Geraint-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kendra-strong_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Kendra-slow_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Salli-slow_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Justin-weak_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-strong_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Nicole-weak_fast-polly.wav, Hey christopher, has Christopher
Hey_christopher-Amy-fast_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-fast_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Geraint-weak_high_pitch-polly.wav, Hey christopher, hi Christopher
Hey_christopher-Amy-fast_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-strong_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Joanna-slow_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Ivy-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-strong_fast-polly.wav, Hey christopher, Christopher
Hey_christopher-Joey-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-strong_fast-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Russell-fast_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Brian-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Kimberly-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Matthew-weak_low_pitch-polly.wav, Hey christopher, Kay Christopher
Hey_christopher-Matthew-strong_low_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Kendra-fast_high_pitch-polly.wav, Hey christopher, Kay Christopher
Hey_christopher-Russell-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Justin-strong_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Brian-weak_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Salli-fast_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-fast_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Nicole-weak_low_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Joey-weak_slow-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Ivy-weak_low_pitch-polly.wav, Hey christopher, helicopter
Hey_christopher-Ivy-slow_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Emma-weak_low_pitch-polly.wav, Hey christopher, call Christopher
Hey_christopher-Amy-weak_fast-polly.wav, Hey christopher, UNK
Hey_christopher-Joanna-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Joey-weak_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Kendra-strong_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Kimberly-fast_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Brian-slow_high_pitch-polly.wav, Hey christopher, Christopher
Hey_christopher-Matthew-slow_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Geraint-strong_low_pitch-polly.wav, Hey christopher, hey Christopher
Hey_christopher-Matthew-strong_high_pitch-polly.wav, Hey christopher, Kay Christopher
Hey_christopher-Brian-weak_high_pitch-polly.wav, Hey christopher, hey Christopher
Hey_Mycroft-Salli-strong_high_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Justin-slow_low_pitch-polly.wav, Hey Mycroft, he Minecraft
Hey_Mycroft-Ivy-strong_high_pitch-polly.wav, Hey Mycroft, hey Mike Ross
Hey_Mycroft-Salli-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Matthew-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Russell-weak_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joey-weak_slow-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Amy-weak_slow-polly.wav, Hey Mycroft, hey my friend
Hey_Mycroft-Matthew-slow_high_pitch-polly.wav, Hey Mycroft, a Mycroft
Hey_Mycroft-Emma-strong_high_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Emma-strong_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Matthew-slow_low_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Joanna-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Emma-slow_low_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Joey-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Brian-fast_high_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Geraint-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Ivy-weak_slow-polly.wav, Hey Mycroft, Hangouts
Hey_Mycroft-Geraint-slow_high_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Justin-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Geraint-strong_low_pitch-polly.wav, Hey Mycroft, Michael
Hey_Mycroft-Kimberly-weak_low_pitch-polly.wav, Hey Mycroft, hey my friend
Hey_Mycroft-Justin-strong_high_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Justin-strong_low_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Emma-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Geraint-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-slow_low_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Justin-weak_slow-polly.wav, Hey Mycroft, sea Minecraft
Hey_Mycroft-Brian-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joanna-strong_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Brian-weak_high_pitch-polly.wav, Hey Mycroft, am I cross
Hey_Mycroft-Salli-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joey-slow_high_pitch-polly.wav, Hey Mycroft, hey Minecraft
Hey_Mycroft-Geraint-strong_high_pitch-polly.wav, Hey Mycroft, Michael
Hey_Mycroft-Emma-strong_slow-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Joanna-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Salli-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Amy-strong_low_pitch-polly.wav, Hey Mycroft, micro
Hey_Mycroft-Matthew-strong_low_pitch-polly.wav, Hey Mycroft, K micro
Hey_Mycroft-Joey-strong_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Geraint-strong_slow-polly.wav, Hey Mycroft, Kmart School
Hey_Mycroft-Salli-weak_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Emma-weak_low_pitch-polly.wav, Hey Mycroft, oh my God
Hey_Mycroft-Joey-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Geraint-weak_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Justin-fast_low_pitch-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Joey-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Matthew-strong_slow-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Kimberly-weak_high_pitch-polly.wav, Hey Mycroft, hey Mike Reynolds
Hey_Mycroft-Ivy-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Matthew-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Russell-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Matthew-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Russell-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Emma-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kendra-weak_low_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Brian-fast_low_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Joanna-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-weak_high_pitch-polly.wav, Hey Mycroft, hey Michael
Hey_Mycroft-Salli-slow_low_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Amy-strong_slow-polly.wav, Hey Mycroft, micros
Hey_Mycroft-Kimberly-weak_fast-polly.wav, Hey Mycroft, play Minecraft
Hey_Mycroft-Matthew-weak_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Emma-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Amy-slow_high_pitch-polly.wav, Hey Mycroft, a micro
Hey_Mycroft-Russell-strong_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joanna-strong_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kimberly-strong_slow-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Joey-strong_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Emma-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Matthew-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kimberly-strong_high_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Emma-weak_high_pitch-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Brian-slow_high_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Brian-slow_low_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Joey-strong_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kendra-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-strong_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joey-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Russell-slow_low_pitch-polly.wav, Hey Mycroft, hey Microsoft
Hey_Mycroft-Nicole-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Amy-slow_low_pitch-polly.wav, Hey Mycroft, hey micro
Hey_Mycroft-Salli-weak_high_pitch-polly.wav, Hey Mycroft, pay my car off
Hey_Mycroft-Joanna-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Salli-slow_high_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Kendra-strong_fast-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Kendra-slow_high_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Brian-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kimberly-strong_fast-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Justin-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kimberly-slow_high_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Russell-weak_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-strong_slow-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Salli-strong_low_pitch-polly.wav, Hey Mycroft, came across
Hey_Mycroft-Justin-fast_high_pitch-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Joey-strong_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Brian-strong_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-slow_high_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Kendra-slow_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Russell-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Justin-strong_fast-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Matthew-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Brian-weak_slow-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Matthew-strong_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Brian-strong_slow-polly.wav, Hey Mycroft, Kmart cross
Hey_Mycroft-Joanna-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-strong_low_pitch-polly.wav, Hey Mycroft, Kmart
Hey_Mycroft-Geraint-weak_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kendra-weak_slow-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Amy-weak_high_pitch-polly.wav, Hey Mycroft, hey my friend
Hey_Mycroft-Nicole-weak_slow-polly.wav, Hey Mycroft, hey Mike Love
Hey_Mycroft-Kendra-strong_slow-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Amy-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Ivy-weak_low_pitch-polly.wav, Hey Mycroft, phone number
Hey_Mycroft-Ivy-strong_slow-polly.wav, Hey Mycroft, hey Minecraft
Hey_Mycroft-Kendra-strong_low_pitch-polly.wav, Hey Mycroft, Mycroft
Hey_Mycroft-Kimberly-strong_low_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Russell-strong_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Salli-strong_slow-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Matthew-weak_high_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Russell-strong_slow-polly.wav, Hey Mycroft, Kmart
Hey_Mycroft-Geraint-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-strong_fast-polly.wav, Hey Mycroft, Kmart
Hey_Mycroft-Joey-slow_low_pitch-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Russell-slow_high_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Salli-fast_high_pitch-polly.wav, Hey Mycroft, came across
Hey_Mycroft-Justin-strong_slow-polly.wav, Hey Mycroft, free Minecraft
Hey_Mycroft-Emma-weak_slow-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Geraint-slow_low_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Ivy-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joanna-weak_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Ivy-slow_low_pitch-polly.wav, Hey Mycroft, hey Micah
Hey_Mycroft-Joanna-weak_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Ivy-strong_fast-polly.wav, Hey Mycroft, paymydoctor
Hey_Mycroft-Justin-slow_high_pitch-polly.wav, Hey Mycroft, hey Minecraft
Hey_Mycroft-Joanna-slow_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Russell-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kendra-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kendra-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Amy-fast_low_pitch-polly.wav, Hey Mycroft, micro
Hey_Mycroft-Ivy-weak_high_pitch-polly.wav, Hey Mycroft, phone number
Hey_Mycroft-Russell-weak_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Ivy-slow_high_pitch-polly.wav, Hey Mycroft, hey Minecraft
Hey_Mycroft-Kendra-strong_high_pitch-polly.wav, Hey Mycroft, Mycroft
Hey_Mycroft-Kendra-weak_high_pitch-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Brian-strong_high_pitch-polly.wav, Hey Mycroft, natural
Hey_Mycroft-Ivy-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Amy-strong_fast-polly.wav, Hey Mycroft, Microsoft
Hey_Mycroft-Nicole-weak_low_pitch-polly.wav, Hey Mycroft, Kay Michaels
Hey_Mycroft-Justin-weak_high_pitch-polly.wav, Hey Mycroft, hey Minecraft
Hey_Mycroft-Kimberly-weak_slow-polly.wav, Hey Mycroft, play Minecraft
Hey_Mycroft-Amy-fast_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Joanna-strong_slow-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Geraint-fast_low_pitch-polly.wav, Hey Mycroft, Michael
Hey_Mycroft-Kimberly-fast_low_pitch-polly.wav, Hey Mycroft, a Microsoft
Hey_Mycroft-Emma-slow_high_pitch-polly.wav, Hey Mycroft, Minecraft
Hey_Mycroft-Ivy-strong_low_pitch-polly.wav, Hey Mycroft, hey my girl
Hey_Mycroft-Kimberly-slow_low_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Amy-weak_low_pitch-polly.wav, Hey Mycroft, hey my friend
Hey_Mycroft-Joey-weak_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Kimberly-fast_high_pitch-polly.wav, Hey Mycroft, hey Mycroft
Hey_Mycroft-Joanna-slow_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Amy-strong_high_pitch-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Nicole-weak_fast-polly.wav, Hey Mycroft, UNK
Hey_Mycroft-Brian-weak_low_pitch-polly.wav, Hey Mycroft, Mike Ross
Hey_Mycroft-Geraint-strong_fast-polly.wav, Hey Mycroft, Michael
Hey_Mycroft-Salli-fast_low_pitch-polly.wav, Hey Mycroft, UNK
Hey_Jarbas-Ivy-slow_low_pitch-polly.wav, Hey Jarbas, Holy Saturday
Hey_Jarbas-Kendra-strong_fast-polly.wav, Hey Jarbas, Starbucks
Hey_Jarbas-Kendra-weak_slow-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Joey-fast_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Amy-low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kendra-softly-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Nicole-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-fast-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-slow_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Salli-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Emma-strong_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-fast_low_pitch-polly.wav, Hey Jarbas, Starbucks
Hey_Jarbas-Nicole-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-softly-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-strong_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Emma-slow_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-strong-polly.wav, Hey Jarbas, deja vu
Hey_Jarbas-Joey-strong_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Geraint-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-strong_fast-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kendra-slow_high_pitch-polly.wav, Hey Jarbas, Arbus
Hey_Jarbas-Amy-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-high_pitch-polly.wav, Hey Jarbas, hey zarbon
Hey_Jarbas-Kimberly-low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joey-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Russell-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Salli-strong_slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Kimberly-strong_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joey-fast_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Joanna-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-weak-polly.wav, Hey Jarbas, Jarvis
Hey_Jarbas-Nicole-strong-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Brian-weak_high_pitch-polly.wav, Hey Jarbas, example
Hey_Jarbas-Brian-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kendra-slow-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Salli-fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Joey-weak_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Ivy-weak_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-weak-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Matthew-strong_low_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Brian-slow-polly.wav, Hey Jarbas, KJ APA
Hey_Jarbas-Matthew-strong_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-softly-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Salli-slow_high_pitch-polly.wav, Hey Jarbas, hey Jarvis
Hey_Jarbas-Emma-weak_slow-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Justin-strong_high_pitch-polly.wav, Hey Jarbas, Hayes Argos
Hey_Jarbas-Brian-weak_fast-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Nicole-weak_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Kimberly-fast_low_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Ivy-fast_high_pitch-polly.wav, Hey Jarbas, UNK
Hey_Jarbas-Geraint-strong-polly.wav, Hey Jarbas, UNK
